"ProjectDescriptionID","trapVisitID","visitTime","siteName","subSiteName","visitType","catchRawID","commonName","releaseID","run","fishOrigin","lifeStage","forkLength","totalLength","n","ActualCount"
7,14,2022-10-28 09:49:17,"Hallwood","Hallwood 1 RR","End trapping",17,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,18,2022-10-31 09:38:56,"Hallwood","Hallwood 3","Start trap & begin trapping",21,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,15,2022-10-31 09:40:33,"Hallwood","Hallwood 1 RR","Start trap & begin trapping",18,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,20,2022-11-01 08:59:05,"Hallwood","Hallwood 3","Continue trapping",23,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,19,2022-11-01 09:15:08,"Hallwood","Hallwood 1 RR","Continue trapping",22,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,110,0,"Yes"
7,25,2022-11-02 09:30:34,"Hallwood","Hallwood 3","Continue trapping",30,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,21,2022-11-02 09:51:32,"Hallwood","Hallwood 1 RR","Continue trapping",24,"Sacramento sucker",0,"Not recorded","Natural","Not recorded",52,NA,1,"Yes"
7,26,2022-11-03 09:54:16,"Hallwood","Hallwood 3","Continue trapping",31,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,22,2022-11-03 10:41:52,"Hallwood","Hallwood 1 RR","Continue trapping",26,"Mosquitofish",0,"Not recorded","Natural","Not recorded",NA,23,1,"Yes"
7,22,2022-11-03 10:41:52,"Hallwood","Hallwood 1 RR","Continue trapping",27,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,80,1,"Yes"
7,22,2022-11-03 10:41:52,"Hallwood","Hallwood 1 RR","Continue trapping",25,"Mosquitofish",0,"Not recorded","Natural","Not recorded",NA,20,1,"Yes"
7,27,2022-11-04 09:15:38,"Hallwood","Hallwood 3","End trapping",32,"Steelhead / rainbow trout",0,"Not recorded","Natural","Not recorded",54,NA,1,"Yes"
7,23,2022-11-04 09:46:50,"Hallwood","Hallwood 1 RR","End trapping",28,"Not applicable (n/a)",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,28,2022-11-07 08:19:10,"Hallwood","Hallwood 3","Start trap & begin trapping",33,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,24,2022-11-07 08:21:13,"Hallwood","Hallwood 1 RR","Start trap & begin trapping",29,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,31,2022-11-08 08:54:48,"Hallwood","Hallwood 3","Continue trapping",36,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,29,2022-11-08 09:15:20,"Hallwood","Hallwood 1 RR","Continue trapping",34,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,32,2022-11-09 08:25:38,"Hallwood","Hallwood 3","Continue trapping",37,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,30,2022-11-09 08:51:11,"Hallwood","Hallwood 1 RR","Continue trapping",35,"Sacramento pikeminnow",0,"Not recorded","Natural","Not recorded",110,NA,1,"Yes"
7,38,2022-11-10 10:30:52,"Hallwood","Hallwood 3","End trapping",46,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,130,1,"Yes"
7,38,2022-11-10 10:30:52,"Hallwood","Hallwood 3","End trapping",47,"Bluegill",0,"Not recorded","Natural","Not recorded",39,NA,1,"Yes"
7,33,2022-11-10 11:13:17,"Hallwood","Hallwood 1 RR","End trapping",38,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,124,1,"Yes"
7,33,2022-11-10 11:13:17,"Hallwood","Hallwood 1 RR","End trapping",39,"Wakasagi / Japanese smelt",0,"Not recorded","Natural","Not recorded",19,NA,1,"Yes"
7,33,2022-11-10 11:13:17,"Hallwood","Hallwood 1 RR","End trapping",40,"Steelhead / rainbow trout",0,"Not recorded","Natural","Parr",37,NA,1,"Yes"
7,39,2022-11-14 09:22:31,"Hallwood","Hallwood 3","Start trap & begin trapping",48,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,34,2022-11-14 09:25:04,"Hallwood","Hallwood 1 RR","Start trap & begin trapping",41,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,40,2022-11-15 09:00:05,"Hallwood","Hallwood 3","Continue trapping",49,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,35,2022-11-15 09:26:48,"Hallwood","Hallwood 1 RR","Continue trapping",42,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,100,1,"Yes"
7,41,2022-11-16 09:20:30,"Hallwood","Hallwood 3","Continue trapping",50,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,36,2022-11-16 09:45:17,"Hallwood","Hallwood 1 RR","Continue trapping",43,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,42,2022-11-17 09:24:45,"Hallwood","Hallwood 3","Continue trapping",51,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,37,2022-11-17 10:00:59,"Hallwood","Hallwood 1 RR","Continue trapping",44,"Steelhead / rainbow trout",0,"Not recorded","Natural","Smolt",83,NA,1,"Yes"
7,37,2022-11-17 10:00:59,"Hallwood","Hallwood 1 RR","Continue trapping",45,"Steelhead / rainbow trout",0,"Not recorded","Natural","Smolt",77,NA,1,"Yes"
7,43,2022-11-18 09:27:56,"Hallwood","Hallwood 3","End trapping",52,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,44,2022-11-18 09:55:10,"Hallwood","Hallwood 1 RR","End trapping",53,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,58,2022-11-21 09:22:14,"Hallwood","Hallwood 3","Start trap & begin trapping",297,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,45,2022-11-21 09:26:25,"Hallwood","Hallwood 1 RR","Start trap & begin trapping",54,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,59,2022-11-22 09:15:05,"Hallwood","Hallwood 3","Continue trapping",298,"Steelhead / rainbow trout",0,"Not recorded","Natural","Silvery parr",79,NA,1,"Yes"
7,59,2022-11-22 09:15:05,"Hallwood","Hallwood 3","Continue trapping",299,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,46,2022-11-22 10:02:05,"Hallwood","Hallwood 1 RR","Continue trapping",60,"Chinook salmon",0,"Spring","Natural","Fry",32,NA,1,"Yes"
7,46,2022-11-22 10:02:05,"Hallwood","Hallwood 1 RR","Continue trapping",61,"Chinook salmon",0,"Spring","Natural","Fry",34,NA,1,"Yes"
7,46,2022-11-22 10:02:05,"Hallwood","Hallwood 1 RR","Continue trapping",59,"Chinook salmon",0,"Spring","Natural","Fry",34,NA,1,"Yes"
7,46,2022-11-22 10:02:05,"Hallwood","Hallwood 1 RR","Continue trapping",58,"Chinook salmon",0,"Spring","Natural","Fry",33,NA,1,"Yes"
7,46,2022-11-22 10:02:05,"Hallwood","Hallwood 1 RR","Continue trapping",57,"Chinook salmon",0,"Spring","Natural","Fry",34,NA,1,"Yes"
7,46,2022-11-22 10:02:05,"Hallwood","Hallwood 1 RR","Continue trapping",56,"Steelhead / rainbow trout",0,"Not recorded","Natural","Parr",60,NA,1,"Yes"
7,46,2022-11-22 10:02:05,"Hallwood","Hallwood 1 RR","Continue trapping",55,"Hardhead",0,"Not recorded","Natural","Not recorded",29,NA,1,"Yes"
7,60,2022-11-23 09:02:09,"Hallwood","Hallwood 3","End trapping",302,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,60,2022-11-23 09:02:09,"Hallwood","Hallwood 3","End trapping",301,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,60,2022-11-23 09:02:09,"Hallwood","Hallwood 3","End trapping",300,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,93,1,"Yes"
7,60,2022-11-23 09:02:09,"Hallwood","Hallwood 3","End trapping",303,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,47,2022-11-23 09:50:41,"Hallwood","Hallwood 1 RR","End trapping",63,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,47,2022-11-23 09:50:41,"Hallwood","Hallwood 1 RR","End trapping",62,"Chinook salmon",0,"Spring","Natural","Parr",30,NA,1,"Yes"
7,47,2022-11-23 09:50:41,"Hallwood","Hallwood 1 RR","End trapping",65,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,47,2022-11-23 09:50:41,"Hallwood","Hallwood 1 RR","End trapping",66,"Chinook salmon",0,"Spring","Natural","Fry",30,NA,1,"Yes"
7,47,2022-11-23 09:50:41,"Hallwood","Hallwood 1 RR","End trapping",64,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,61,2022-11-28 09:50:31,"Hallwood","Hallwood 3","Start trap & begin trapping",304,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,48,2022-11-28 09:50:47,"Hallwood","Hallwood 1 RR","Start trap & begin trapping",67,"Chinook salmon",0,"Not recorded","Natural","Not recorded",NA,NA,0,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",319,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",313,"Chinook salmon",0,"Spring","Natural","Parr",31,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",312,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",316,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",315,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",314,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",320,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",309,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",310,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",318,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",305,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",306,"Chinook salmon",0,"Spring","Natural","Parr",31,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",307,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",308,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",311,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,62,2022-11-29 09:50:55,"Hallwood","Hallwood 3","Continue trapping",317,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",80,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",71,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",72,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",73,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",74,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",75,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",76,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",77,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",78,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",79,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",91,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",81,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",70,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",92,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",69,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",89,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",82,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",88,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",87,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",86,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",85,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",84,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",68,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",83,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,49,2022-11-29 10:40:37,"Hallwood","Hallwood 1 RR","Continue trapping",90,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",103,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",125,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",131,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",130,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",129,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",128,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",127,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",126,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",99,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",110,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",109,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",108,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",107,"Chinook salmon",0,"Spring","Natural","Parr",31,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",106,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",102,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",93,"Sacramento pikeminnow",0,"Not recorded","Natural","Not recorded",102,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",111,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",100,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",104,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",98,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",97,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,125,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",96,"Sacramento sucker",0,"Not recorded","Natural","Not recorded",150,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",95,"Sacramento sucker",0,"Not recorded","Natural","Not recorded",69,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",94,"Sacramento pikeminnow",0,"Not recorded","Natural","Not recorded",109,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",124,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",105,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",101,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",120,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",123,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",122,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",121,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",112,"Chinook salmon",0,"Spring","Natural","Parr",35,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",119,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",118,"Chinook salmon",0,"Spring","Natural","Parr",31,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",114,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",113,"Chinook salmon",0,"Spring","Natural","Parr",32,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",115,"Chinook salmon",0,"Spring","Natural","Parr",34,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",116,"Chinook salmon",0,"Spring","Natural","Parr",31,NA,1,"Yes"
7,50,2022-11-30 09:50:23,"Hallwood","Hallwood 1 RR","Unplanned restart",117,"Chinook salmon",0,"Spring","Natural","Parr",33,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",352,"Chinook salmon",0,"Spring","Natural","Not recorded",31,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",339,"Chinook salmon",0,"Spring","Natural","Not recorded",35,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",340,"Chinook salmon",0,"Spring","Natural","Not recorded",35,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",341,"Chinook salmon",0,"Spring","Natural","Not recorded",31,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",342,"Chinook salmon",0,"Spring","Natural","Not recorded",34,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",343,"Chinook salmon",0,"Spring","Natural","Not recorded",34,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",344,"Chinook salmon",0,"Spring","Natural","Not recorded",32,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",345,"Chinook salmon",0,"Spring","Natural","Not recorded",34,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",346,"Chinook salmon",0,"Spring","Natural","Not recorded",33,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",347,"Chinook salmon",0,"Spring","Natural","Not recorded",37,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",350,"Chinook salmon",0,"Spring","Natural","Not recorded",34,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",349,"Chinook salmon",0,"Spring","Natural","Not recorded",34,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",359,"Chinook salmon",0,"Spring","Natural","Not recorded",36,NA,1,"Yes"
7,63,2022-11-30 11:10:02,"Hallwood","Hallwood 3","Continue trapping",355,"Chinook salmon",0,"Spring","Natural","Not recorded",33,NA,1,"Yes"
